Iso_code,Country,Relationship,Year,Unity,Value
BOL,Bolivia (Plurinational State of),Other Perpetrator known to the victim,2022,"Rate per 100,000 population",6.47780290636877
CAN,Canada,Other Perpetrator known to the victim,2022,"Rate per 100,000 population",78.3550029607356
CHE,Switzerland,Other Perpetrator known to the victim,2022,"Rate per 100,000 population",18.6362069228054
COL,Colombia,Other Perpetrator known to the victim,2022,"Rate per 100,000 population",0.771909564520375
CZE,Czechia,Other Perpetrator known to the victim,2022,"Rate per 100,000 population",11.0056992995041
DEU,Germany,Other Perpetrator known to the victim,2022,"Rate per 100,000 population",43.3707417523906
ESP,Spain,Other Perpetrator known to the victim,2022,"Rate per 100,000 population",6.59393203610745
GUY,Guyana,Other Perpetrator known to the victim,2022,"Rate per 100,000 population",10.9026550387832
HND,Honduras,Other Perpetrator known to the victim,2022,"Rate per 100,000 population",4.20094412831426
HRV,Croatia,Other Perpetrator known to the victim,2022,"Rate per 100,000 population",9.72274457116529
HUN,Hungary,Other Perpetrator known to the victim,2022,"Rate per 100,000 population",3.06833707709052
IRL,Ireland,Other Perpetrator known to the victim,2022,"Rate per 100,000 population",13.8537009708247
KNA,Saint Kitts and Nevis,Other Perpetrator known to the victim,2022,"Rate per 100,000 population",40.5737122918061
LTU,Lithuania,Other Perpetrator known to the victim,2022,"Rate per 100,000 population",2.46846620138364
LVA,Latvia,Other Perpetrator known to the victim,2022,"Rate per 100,000 population",8.76811510217122
MAR,Morocco,Other Perpetrator known to the victim,2022,"Rate per 100,000 population",0.505224165678053
MEX,Mexico,Other Perpetrator known to the victim,2022,"Rate per 100,000 population",12.4117331086625
MMR,Myanmar,Other Perpetrator known to the victim,2022,"Rate per 100,000 population",0.315981996448105
SLV,El Salvador,Other Perpetrator known to the victim,2022,"Rate per 100,000 population",5.03033790767764
SVN,Slovenia,Other Perpetrator known to the victim,2022,"Rate per 100,000 population",8.06276052794956
SWE,Sweden,Other Perpetrator known to the victim,2022,"Rate per 100,000 population",65.4533807578909
AUT,Austria,Perpetrator unknown to the victim,2013,"Rate per 100,000 population",2.39622447185715
CAN,Canada,Perpetrator unknown to the victim,2013,"Rate per 100,000 population",20.4184075792586
CHE,Switzerland,Perpetrator unknown to the victim,2013,"Rate per 100,000 population",8.20843162278739
COL,Colombia,Perpetrator unknown to the victim,2013,"Rate per 100,000 population",5.74237294860888
CZE,Czechia,Perpetrator unknown to the victim,2013,"Rate per 100,000 population",12.0163175238088
MMR,Myanmar,Perpetrator unknown to the victim,2013,"Rate per 100,000 population",0.094571180772418
SVN,Slovenia,Perpetrator unknown to the victim,2013,"Rate per 100,000 population",6.9763930327814
AUT,Austria,Perpetrator unknown to the victim,2014,"Rate per 100,000 population",3.50251311038731
CAN,Canada,Perpetrator unknown to the victim,2014,"Rate per 100,000 population",19.9341410958239
CHE,Switzerland,Perpetrator unknown to the victim,2014,"Rate per 100,000 population",6.85979567953643
COL,Colombia,Perpetrator unknown to the victim,2014,"Rate per 100,000 population",5.68649333348633
CZE,Czechia,Perpetrator unknown to the victim,2014,"Rate per 100,000 population",12.0160503037089
DEU,Germany,Perpetrator unknown to the victim,2014,"Rate per 100,000 population",32.5683163015249
MMR,Myanmar,Perpetrator unknown to the victim,2014,"Rate per 100,000 population",0.0625099820627606
SVN,Slovenia,Perpetrator unknown to the victim,2014,"Rate per 100,000 population",5.4432370644336
AUT,Austria,Perpetrator unknown to the victim,2015,"Rate per 100,000 population",3.65409725300402
CAN,Canada,Perpetrator unknown to the victim,2015,"Rate per 100,000 population",21.3517181773165
CHE,Switzerland,Perpetrator unknown to the victim,2015,"Rate per 100,000 population",7.86282266251905
COL,Colombia,Perpetrator unknown to the victim,2015,"Rate per 100,000 population",4.62525089260423
CZE,Czechia,Perpetrator unknown to the victim,2015,"Rate per 100,000 population",11.6035205941003
DEU,Germany,Perpetrator unknown to the victim,2015,"Rate per 100,000 population",33.5728189615938
LTU,Lithuania,Perpetrator unknown to the victim,2015,"Rate per 100,000 population",2.76447374786617
MMR,Myanmar,Perpetrator unknown to the victim,2015,"Rate per 100,000 population",0.12011538206107
NZL,New Zealand,Perpetrator unknown to the victim,2015,"Rate per 100,000 population",10.6452609991411
SVK,Slovakia,Perpetrator unknown to the victim,2015,"Rate per 100,000 population",20.0347388703788
SVN,Slovenia,Perpetrator unknown to the victim,2015,"Rate per 100,000 population",4.1006079389677
VEN,Venezuela (Bolivarian Republic of),Perpetrator unknown to the victim,2015,"Rate per 100,000 population",0.0260737003124086
AUT,Austria,Perpetrator unknown to the victim,2016,"Rate per 100,000 population",17.0116360941014
CAN,Canada,Perpetrator unknown to the victim,2016,"Rate per 100,000 population",23.5348950713027
CHE,Switzerland,Perpetrator unknown to the victim,2016,"Rate per 100,000 population",7.64399523942389
COL,Colombia,Perpetrator unknown to the victim,2016,"Rate per 100,000 population",4.62917085286541
CZE,Czechia,Perpetrator unknown to the victim,2016,"Rate per 100,000 population",11.4933571199105
DEU,Germany,Perpetrator unknown to the victim,2016,"Rate per 100,000 population",38.1057973708773
ESP,Spain,Perpetrator unknown to the victim,2016,"Rate per 100,000 population",17.6354385405601
GUY,Guyana,Perpetrator unknown to the victim,2016,"Rate per 100,000 population",0
HRV,Croatia,Perpetrator unknown to the victim,2016,"Rate per 100,000 population",0.596914594378167
HUN,Hungary,Perpetrator unknown to the victim,2016,"Rate per 100,000 population",1.77289558268454
LTU,Lithuania,Perpetrator unknown to the victim,2016,"Rate per 100,000 population",1.5898847715113
LVA,Latvia,Perpetrator unknown to the victim,2016,"Rate per 100,000 population",2.90350256070194
MMR,Myanmar,Perpetrator unknown to the victim,2016,"Rate per 100,000 population",0.0922372478834146
MNG,Mongolia,Perpetrator unknown to the victim,2016,"Rate per 100,000 population",7.61193814381576
NZL,New Zealand,Perpetrator unknown to the victim,2016,"Rate per 100,000 population",9.97622963344302
SVK,Slovakia,Perpetrator unknown to the victim,2016,"Rate per 100,000 population",19.7318197697739
SVN,Slovenia,Perpetrator unknown to the victim,2016,"Rate per 100,000 population",5.71015265141421
VEN,Venezuela (Bolivarian Republic of),Perpetrator unknown to the victim,2016,"Rate per 100,000 population",3.27996606431955
AUT,Austria,Perpetrator unknown to the victim,2017,"Rate per 100,000 population",19.2083606234421
BHS,Bahamas,Perpetrator unknown to the victim,2017,"Rate per 100,000 population",27.4660408906707
BOL,Bolivia (Plurinational State of),Perpetrator unknown to the victim,2017,"Rate per 100,000 population",18.797260207009
CAN,Canada,Perpetrator unknown to the victim,2017,"Rate per 100,000 population",24.8703188576925
CHE,Switzerland,Perpetrator unknown to the victim,2017,"Rate per 100,000 population",18.6543962193757
COL,Colombia,Perpetrator unknown to the victim,2017,"Rate per 100,000 population",4.78814892287076
DEU,Germany,Perpetrator unknown to the victim,2017,"Rate per 100,000 population",29.1090620959413
ESP,Spain,Perpetrator unknown to the victim,2017,"Rate per 100,000 population",20.1688001304356
HUN,Hungary,Perpetrator unknown to the victim,2017,"Rate per 100,000 population",1.7985734575522
KGZ,Kyrgyzstan,Perpetrator unknown to the victim,2017,"Rate per 100,000 population",1.44344764583312
KNA,Saint Kitts and Nevis,Perpetrator unknown to the victim,2017,"Rate per 100,000 population",61.1870283499898
LTU,Lithuania,Perpetrator unknown to the victim,2017,"Rate per 100,000 population",1.60926835579765
LVA,Latvia,Perpetrator unknown to the victim,2017,"Rate per 100,000 population",1.70459549475411
MEX,Mexico,Perpetrator unknown to the victim,2017,"Rate per 100,000 population",7.98722541441047
MNG,Mongolia,Perpetrator unknown to the victim,2017,"Rate per 100,000 population",4.5587865152379
NZL,New Zealand,Perpetrator unknown to the victim,2017,"Rate per 100,000 population",12.6828285691904
OMN,Oman,Perpetrator unknown to the victim,2017,"Rate per 100,000 population",0
PAN,Panama,Perpetrator unknown to the victim,2017,"Rate per 100,000 population",0
SLV,El Salvador,Perpetrator unknown to the victim,2017,"Rate per 100,000 population",109.613654590041
SVK,Slovakia,Perpetrator unknown to the victim,2017,"Rate per 100,000 population",18.489550890604
SVN,Slovenia,Perpetrator unknown to the victim,2017,"Rate per 100,000 population",9.21604694293272
VEN,Venezuela (Bolivarian Republic of),Perpetrator unknown to the victim,2017,"Rate per 100,000 population",2.38626799649199
AUT,Austria,Perpetrator unknown to the victim,2018,"Rate per 100,000 population",25.3076650841029
BHS,Bahamas,Perpetrator unknown to the victim,2018,"Rate per 100,000 population",20.5495327370783
BOL,Bolivia (Plurinational State of),Perpetrator unknown to the victim,2018,"Rate per 100,000 population",13.3178968114115
CAN,Canada,Perpetrator unknown to the victim,2018,"Rate per 100,000 population",27.5737798401289
CHE,Switzerland,Perpetrator unknown to the victim,2018,"Rate per 100,000 population",18.8234417079012
COL,Colombia,Perpetrator unknown to the victim,2018,"Rate per 100,000 population",4.49773183232023
DEU,Germany,Perpetrator unknown to the victim,2018,"Rate per 100,000 population",34.7532178689394
ESP,Spain,Perpetrator unknown to the victim,2018,"Rate per 100,000 population",24.4959657341609
GUY,Guyana,Perpetrator unknown to the victim,2018,"Rate per 100,000 population",2.50329182875481
HRV,Croatia,Perpetrator unknown to the victim,2018,"Rate per 100,000 population",0.513934156624705
HUN,Hungary,Perpetrator unknown to the victim,2018,"Rate per 100,000 population",0.862349431829318
KGZ,Kyrgyzstan,Perpetrator unknown to the victim,2018,"Rate per 100,000 population",1.83056019244869
KNA,Saint Kitts and Nevis,Perpetrator unknown to the victim,2018,"Rate per 100,000 population",12.2224485638623
LTU,Lithuania,Perpetrator unknown to the victim,2018,"Rate per 100,000 population",0.716667470202921
LVA,Latvia,Perpetrator unknown to the victim,2018,"Rate per 100,000 population",0.670526344022162
MEX,Mexico,Perpetrator unknown to the victim,2018,"Rate per 100,000 population",12.5709200590228
MMR,Myanmar,Perpetrator unknown to the victim,2018,"Rate per 100,000 population",0.113542931566464
MNG,Mongolia,Perpetrator unknown to the victim,2018,"Rate per 100,000 population",8.29323887418026
NZL,New Zealand,Perpetrator unknown to the victim,2018,"Rate per 100,000 population",10.3872023150019
OMN,Oman,Perpetrator unknown to the victim,2018,"Rate per 100,000 population",0
PAN,Panama,Perpetrator unknown to the victim,2018,"Rate per 100,000 population",0
SLV,El Salvador,Perpetrator unknown to the victim,2018,"Rate per 100,000 population",127.738070878034
SVK,Slovakia,Perpetrator unknown to the victim,2018,"Rate per 100,000 population",18.2924139207422
SVN,Slovenia,Perpetrator unknown to the victim,2018,"Rate per 100,000 population",7.87604808374801
VEN,Venezuela (Bolivarian Republic of),Perpetrator unknown to the victim,2018,"Rate per 100,000 population",2.54967573849727
AUT,Austria,Perpetrator unknown to the victim,2019,"Rate per 100,000 population",20.8555334317969
BOL,Bolivia (Plurinational State of),Perpetrator unknown to the victim,2019,"Rate per 100,000 population",51.8519365307727
CAN,Canada,Perpetrator unknown to the victim,2019,"Rate per 100,000 population",26.8676498930723
CHE,Switzerland,Perpetrator unknown to the victim,2019,"Rate per 100,000 population",7.84291406595405
DEU,Germany,Perpetrator unknown to the victim,2019,"Rate per 100,000 population",32.1427674428995
ESP,Spain,Perpetrator unknown to the victim,2019,"Rate per 100,000 population",26.4145387085983
GUY,Guyana,Perpetrator unknown to the victim,2019,"Rate per 100,000 population",8.6221337563927
HRV,Croatia,Perpetrator unknown to the victim,2019,"Rate per 100,000 population",1.60207176150617
HUN,Hungary,Perpetrator unknown to the victim,2019,"Rate per 100,000 population",0.746092390191398
KGZ,Kyrgyzstan,Perpetrator unknown to the victim,2019,"Rate per 100,000 population",7.95375142103401
KNA,Saint Kitts and Nevis,Perpetrator unknown to the victim,2019,"Rate per 100,000 population",0
LTU,Lithuania,Perpetrator unknown to the victim,2019,"Rate per 100,000 population",1.77959633482248
LVA,Latvia,Perpetrator unknown to the victim,2019,"Rate per 100,000 population",1.74409478573796
MEX,Mexico,Perpetrator unknown to the victim,2019,"Rate per 100,000 population",15.1788593591902
MNG,Mongolia,Perpetrator unknown to the victim,2019,"Rate per 100,000 population",5.34945137379445
PAN,Panama,Perpetrator unknown to the victim,2019,"Rate per 100,000 population",0
SLV,El Salvador,Perpetrator unknown to the victim,2019,"Rate per 100,000 population",128.783862414792
SVK,Slovakia,Perpetrator unknown to the victim,2019,"Rate per 100,000 population",20.423797378731
SVN,Slovenia,Perpetrator unknown to the victim,2019,"Rate per 100,000 population",5.59331835461638
SWE,Sweden,Perpetrator unknown to the victim,2019,"Rate per 100,000 population",60.2403029763999
AUT,Austria,Perpetrator unknown to the victim,2020,"Rate per 100,000 population",19.2047339558702
BOL,Bolivia (Plurinational State of),Perpetrator unknown to the victim,2020,"Rate per 100,000 population",40.8823384428405
CAN,Canada,Perpetrator unknown to the victim,2020,"Rate per 100,000 population",21.246277245662
CHE,Switzerland,Perpetrator unknown to the victim,2020,"Rate per 100,000 population",9.23583992956868
CZE,Czechia,Perpetrator unknown to the victim,2020,"Rate per 100,000 population",0.0561433031612984
DEU,Germany,Perpetrator unknown to the victim,2020,"Rate per 100,000 population",28.9551803987334
ESP,Spain,Perpetrator unknown to the victim,2020,"Rate per 100,000 population",20.4587208765492
GRC,Greece,Perpetrator unknown to the victim,2020,"Rate per 100,000 population",0.0746095356582286
GUY,Guyana,Perpetrator unknown to the victim,2020,"Rate per 100,000 population",1.71862436395554
HRV,Croatia,Perpetrator unknown to the victim,2020,"Rate per 100,000 population",1.9018502625742
HUN,Hungary,Perpetrator unknown to the victim,2020,"Rate per 100,000 population",1.12247457988927
KGZ,Kyrgyzstan,Perpetrator unknown to the victim,2020,"Rate per 100,000 population",4.83211164502207
KNA,Saint Kitts and Nevis,Perpetrator unknown to the victim,2020,"Rate per 100,000 population",0
LTU,Lithuania,Perpetrator unknown to the victim,2020,"Rate per 100,000 population",1.26745417819605
LVA,Latvia,Perpetrator unknown to the victim,2020,"Rate per 100,000 population",0.294134372346663
MAR,Morocco,Perpetrator unknown to the victim,2020,"Rate per 100,000 population",1.13100955889749
MEX,Mexico,Perpetrator unknown to the victim,2020,"Rate per 100,000 population",17.5172347901443
MMR,Myanmar,Perpetrator unknown to the victim,2020,"Rate per 100,000 population",0.0410187215784541
MNG,Mongolia,Perpetrator unknown to the victim,2020,"Rate per 100,000 population",4.70377948681766
PAN,Panama,Perpetrator unknown to the victim,2020,"Rate per 100,000 population",0
SLV,El Salvador,Perpetrator unknown to the victim,2020,"Rate per 100,000 population",103.814492211789
SVK,Slovakia,Perpetrator unknown to the victim,2020,"Rate per 100,000 population",17.7649793517932
SVN,Slovenia,Perpetrator unknown to the victim,2020,"Rate per 100,000 population",4.36166137578178
SWE,Sweden,Perpetrator unknown to the victim,2020,"Rate per 100,000 population",92.7198328984725
AUT,Austria,Perpetrator unknown to the victim,2021,"Rate per 100,000 population",20.6136784778189
BHS,Bahamas,Perpetrator unknown to the victim,2021,"Rate per 100,000 population",7.04628942398933
BLZ,Belize,Perpetrator unknown to the victim,2021,"Rate per 100,000 population",16.5995558361272
BOL,Bolivia (Plurinational State of),Perpetrator unknown to the victim,2021,"Rate per 100,000 population",48.6802277058758
CAN,Canada,Perpetrator unknown to the victim,2021,"Rate per 100,000 population",23.7613887695581
CHE,Switzerland,Perpetrator unknown to the victim,2021,"Rate per 100,000 population",9.2977205507266
COL,Colombia,Perpetrator unknown to the victim,2021,"Rate per 100,000 population",0
CZE,Czechia,Perpetrator unknown to the victim,2021,"Rate per 100,000 population",0.0187465248629535
DEU,Germany,Perpetrator unknown to the victim,2021,"Rate per 100,000 population",27.8242132613178
ESP,Spain,Perpetrator unknown to the victim,2021,"Rate per 100,000 population",28.5440396497855
GUY,Guyana,Perpetrator unknown to the victim,2021,"Rate per 100,000 population",0
HRV,Croatia,Perpetrator unknown to the victim,2021,"Rate per 100,000 population",2.64005871490582
HUN,Hungary,Perpetrator unknown to the victim,2021,"Rate per 100,000 population",1.04836275408456
KNA,Saint Kitts and Nevis,Perpetrator unknown to the victim,2021,"Rate per 100,000 population",8.13289144623142
LTU,Lithuania,Perpetrator unknown to the victim,2021,"Rate per 100,000 population",1.149492904586
LVA,Latvia,Perpetrator unknown to the victim,2021,"Rate per 100,000 population",0.4970569259415
MEX,Mexico,Perpetrator unknown to the victim,2021,"Rate per 100,000 population",19.3326031344723
SLV,El Salvador,Perpetrator unknown to the victim,2021,"Rate per 100,000 population",136.327519836879
SVK,Slovakia,Perpetrator unknown to the victim,2021,"Rate per 100,000 population",17.1823956133595
SVN,Slovenia,Perpetrator unknown to the victim,2021,"Rate per 100,000 population",5.50160922069705
SWE,Sweden,Perpetrator unknown to the victim,2021,"Rate per 100,000 population",101.02832123387
AUT,Austria,Perpetrator unknown to the victim,2022,"Rate per 100,000 population",24.5680756035704
BHS,Bahamas,Perpetrator unknown to the victim,2022,"Rate per 100,000 population",11.2062344017388
BLZ,Belize,Perpetrator unknown to the victim,2022,"Rate per 100,000 population",51.6063723945605
BOL,Bolivia (Plurinational State of),Perpetrator unknown to the victim,2022,"Rate per 100,000 population",55.6271074896275
CAN,Canada,Perpetrator unknown to the victim,2022,"Rate per 100,000 population",26.8558580445353
CHE,Switzerland,Perpetrator unknown to the victim,2022,"Rate per 100,000 population",9.77264509366626
COL,Colombia,Perpetrator unknown to the victim,2022,"Rate per 100,000 population",0
CZE,Czechia,Perpetrator unknown to the victim,2022,"Rate per 100,000 population",0
DEU,Germany,Perpetrator unknown to the victim,2022,"Rate per 100,000 population",37.6501700390218
ESP,Spain,Perpetrator unknown to the victim,2022,"Rate per 100,000 population",33.3243056809157
GUY,Guyana,Perpetrator unknown to the victim,2022,"Rate per 100,000 population",0
HND,Honduras,Perpetrator unknown to the victim,2022,"Rate per 100,000 population",0
HRV,Croatia,Perpetrator unknown to the victim,2022,"Rate per 100,000 population",2.85393994875001
HUN,Hungary,Perpetrator unknown to the victim,2022,"Rate per 100,000 population",1.33154250515249
IRL,Ireland,Perpetrator unknown to the victim,2022,"Rate per 100,000 population",3.78904641937087
KNA,Saint Kitts and Nevis,Perpetrator unknown to the victim,2022,"Rate per 100,000 population",40.5737122918061
LTU,Lithuania,Perpetrator unknown to the victim,2022,"Rate per 100,000 population",1.64564413425576
LVA,Latvia,Perpetrator unknown to the victim,2022,"Rate per 100,000 population",2.72113916963934
MAR,Morocco,Perpetrator unknown to the victim,2022,"Rate per 100,000 population",1.67153952687101
MEX,Mexico,Perpetrator unknown to the victim,2022,"Rate per 100,000 population",25.2154479192516
MMR,Myanmar,Perpetrator unknown to the victim,2022,"Rate per 100,000 population",0.00734841852204896
SLV,El Salvador,Perpetrator unknown to the victim,2022,"Rate per 100,000 population",168.71211150241
SVK,Slovakia,Perpetrator unknown to the victim,2022,"Rate per 100,000 population",17.9492621484539
SVN,Slovenia,Perpetrator unknown to the victim,2022,"Rate per 100,000 population",6.2604964099373
SWE,Sweden,Perpetrator unknown to the victim,2022,"Rate per 100,000 population",87.755306405908
AUT,Austria,Relationship to perpetrator is not known,2013,"Rate per 100,000 population",0.576015498042584
CAN,Canada,Relationship to perpetrator is not known,2013,"Rate per 100,000 population",0
CHE,Switzerland,Relationship to perpetrator is not known,2013,"Rate per 100,000 population",14.3891851958981
COL,Colombia,Relationship to perpetrator is not known,2013,"Rate per 100,000 population",10.1720813438128
CZE,Czechia,Relationship to perpetrator is not known,2013,"Rate per 100,000 population",0.728827968007069
FIN,Finland,Relationship to perpetrator is not known,2013,"Rate per 100,000 population",63.3546275275857
SWE,Sweden,Relationship to perpetrator is not known,2013,"Rate per 100,000 population",141.513957028882
AUT,Austria,Relationship to perpetrator is not known,2014,"Rate per 100,000 population",0.160245697860857
CAN,Canada,Relationship to perpetrator is not known,2014,"Rate per 100,000 population",0
CHE,Switzerland,Relationship to perpetrator is not known,2014,"Rate per 100,000 population",13.622974518516
COL,Colombia,Relationship to perpetrator is not known,2014,"Rate per 100,000 population",10.0730957858257
CZE,Czechia,Relationship to perpetrator is not known,2014,"Rate per 100,000 population",0.728811760256063
DEU,Germany,Relationship to perpetrator is not known,2014,"Rate per 100,000 population",7.62365152604021
FIN,Finland,Relationship to perpetrator is not known,2014,"Rate per 100,000 population",64.5688050519325
SWE,Sweden,Relationship to perpetrator is not known,2014,"Rate per 100,000 population",317.577267591788
AUT,Austria,Relationship to perpetrator is not known,2015,"Rate per 100,000 population",0.249658818528225
BLZ,Belize,Relationship to perpetrator is not known,2015,"Rate per 100,000 population",103.406547031813
BOL,Bolivia (Plurinational State of),Relationship to perpetrator is not known,2015,"Rate per 100,000 population",43.599927932204
CAN,Canada,Relationship to perpetrator is not known,2015,"Rate per 100,000 population",0
CHE,Switzerland,Relationship to perpetrator is not known,2015,"Rate per 100,000 population",9.36846955534184
COL,Colombia,Relationship to perpetrator is not known,2015,"Rate per 100,000 population",10.8691299307617
CZE,Czechia,Relationship to perpetrator is not known,2015,"Rate per 100,000 population",1.06505744583529
DEU,Germany,Relationship to perpetrator is not known,2015,"Rate per 100,000 population",6.2010886729262
FIN,Finland,Relationship to perpetrator is not known,2015,"Rate per 100,000 population",78.0511083832353
ITA,Italy,Relationship to perpetrator is not known,2015,"Rate per 100,000 population",11.5917395768067
LTU,Lithuania,Relationship to perpetrator is not known,2015,"Rate per 100,000 population",1.19375002748767
NOR,Norway,Relationship to perpetrator is not known,2015,"Rate per 100,000 population",19.8591628509535
NZL,New Zealand,Relationship to perpetrator is not known,2015,"Rate per 100,000 population",104.486015589963
SWE,Sweden,Relationship to perpetrator is not known,2015,"Rate per 100,000 population",277.227754983857
VEN,Venezuela (Bolivarian Republic of),Relationship to perpetrator is not known,2015,"Rate per 100,000 population",0.00651842507810214
AUT,Austria,Relationship to perpetrator is not known,2016,"Rate per 100,000 population",1.3501298487382
AZE,Azerbaijan,Relationship to perpetrator is not known,2016,"Rate per 100,000 population",1.42292574481764
BLZ,Belize,Relationship to perpetrator is not known,2016,"Rate per 100,000 population",94.2390878532938
BOL,Bolivia (Plurinational State of),Relationship to perpetrator is not known,2016,"Rate per 100,000 population",43.8983679558345
CAN,Canada,Relationship to perpetrator is not known,2016,"Rate per 100,000 population",0
CHE,Switzerland,Relationship to perpetrator is not known,2016,"Rate per 100,000 population",9.65557293400913
COL,Colombia,Relationship to perpetrator is not known,2016,"Rate per 100,000 population",6.2593358575035
CZE,Czechia,Relationship to perpetrator is not known,2016,"Rate per 100,000 population",1.1213031336498
DEU,Germany,Relationship to perpetrator is not known,2016,"Rate per 100,000 population",5.22978471398372
ESP,Spain,Relationship to perpetrator is not known,2016,"Rate per 100,000 population",10.1577082485537
FIN,Finland,Relationship to perpetrator is not known,2016,"Rate per 100,000 population",88.440160870716
FRA,France,Relationship to perpetrator is not known,2016,"Rate per 100,000 population",72.8862113434395
HRV,Croatia,Relationship to perpetrator is not known,2016,"Rate per 100,000 population",16.7595251498485
HUN,Hungary,Relationship to perpetrator is not known,2016,"Rate per 100,000 population",0.0974118452024471
ITA,Italy,Relationship to perpetrator is not known,2016,"Rate per 100,000 population",11.4670342324755
LTU,Lithuania,Relationship to perpetrator is not known,2016,"Rate per 100,000 population",0.508763126883616
LVA,Latvia,Relationship to perpetrator is not known,2016,"Rate per 100,000 population",1.03027510218456
MNG,Mongolia,Relationship to perpetrator is not known,2016,"Rate per 100,000 population",2.36232563083937
NOR,Norway,Relationship to perpetrator is not known,2016,"Rate per 100,000 population",29.5085915399214
NZL,New Zealand,Relationship to perpetrator is not known,2016,"Rate per 100,000 population",115.968407764285
POL,Poland,Relationship to perpetrator is not known,2016,"Rate per 100,000 population",14.5590179084973
SWE,Sweden,Relationship to perpetrator is not known,2016,"Rate per 100,000 population",320.427209420846
VEN,Venezuela (Bolivarian Republic of),Relationship to perpetrator is not known,2016,"Rate per 100,000 population",1.55264665766606
AUT,Austria,Relationship to perpetrator is not known,2017,"Rate per 100,000 population",1.38640088318209
AZE,Azerbaijan,Relationship to perpetrator is not known,2017,"Rate per 100,000 population",1.7431194277711
BHS,Bahamas,Relationship to perpetrator is not known,2017,"Rate per 100,000 population",1.44558109950898
BOL,Bolivia (Plurinational State of),Relationship to perpetrator is not known,2017,"Rate per 100,000 population",36.9614976193947
CAN,Canada,Relationship to perpetrator is not known,2017,"Rate per 100,000 population",0.0543138651620278
CHE,Switzerland,Relationship to perpetrator is not known,2017,"Rate per 100,000 population",15.627456455477
COL,Colombia,Relationship to perpetrator is not known,2017,"Rate per 100,000 population",6.18537326725797
DEU,Germany,Relationship to perpetrator is not known,2017,"Rate per 100,000 population",4.72135661364148
ESP,Spain,Relationship to perpetrator is not known,2017,"Rate per 100,000 population",9.25843165201984
FIN,Finland,Relationship to perpetrator is not known,2017,"Rate per 100,000 population",94.3624945074582
FRA,France,Relationship to perpetrator is not known,2017,"Rate per 100,000 population",82.026055960555
HUN,Hungary,Relationship to perpetrator is not known,2017,"Rate per 100,000 population",0.117298268970796
ITA,Italy,Relationship to perpetrator is not known,2017,"Rate per 100,000 population",13.3091075578576
KNA,Saint Kitts and Nevis,Relationship to perpetrator is not known,2017,"Rate per 100,000 population",167.244544156639
LTU,Lithuania,Relationship to perpetrator is not known,2017,"Rate per 100,000 population",0.193112202695718
LVA,Latvia,Relationship to perpetrator is not known,2017,"Rate per 100,000 population",1.60989574504555
MEX,Mexico,Relationship to perpetrator is not known,2017,"Rate per 100,000 population",27.7790884297155
MNG,Mongolia,Relationship to perpetrator is not known,2017,"Rate per 100,000 population",0
NOR,Norway,Relationship to perpetrator is not known,2017,"Rate per 100,000 population",153.10748229277
NZL,New Zealand,Relationship to perpetrator is not known,2017,"Rate per 100,000 population",121.771733125103
OMN,Oman,Relationship to perpetrator is not known,2017,"Rate per 100,000 population",0
POL,Poland,Relationship to perpetrator is not known,2017,"Rate per 100,000 population",14.4669778533549
SWE,Sweden,Relationship to perpetrator is not known,2017,"Rate per 100,000 population",338.696899003586
VEN,Venezuela (Bolivarian Republic of),Relationship to perpetrator is not known,2017,"Rate per 100,000 population",1.35243526776658
AUT,Austria,Relationship to perpetrator is not known,2018,"Rate per 100,000 population",1.13517231247955
AZE,Azerbaijan,Relationship to perpetrator is not known,2018,"Rate per 100,000 population",1.57461273274623
BHS,Bahamas,Relationship to perpetrator is not known,2018,"Rate per 100,000 population",1.91158444065845
BOL,Bolivia (Plurinational State of),Relationship to perpetrator is not known,2018,"Rate per 100,000 population",45.8073303851539
CAN,Canada,Relationship to perpetrator is not known,2018,"Rate per 100,000 population",0.134087628088548
CHE,Switzerland,Relationship to perpetrator is not known,2018,"Rate per 100,000 population",15.3755835732856
COL,Colombia,Relationship to perpetrator is not known,2018,"Rate per 100,000 population",6.01301047101635
DEU,Germany,Relationship to perpetrator is not known,2018,"Rate per 100,000 population",5.19738813508905
ESP,Spain,Relationship to perpetrator is not known,2018,"Rate per 100,000 population",11.0236038882419
FIN,Finland,Relationship to perpetrator is not known,2018,"Rate per 100,000 population",109.474422566261
FRA,France,Relationship to perpetrator is not known,2018,"Rate per 100,000 population",98.6439388235857
GUY,Guyana,Relationship to perpetrator is not known,2018,"Rate per 100,000 population",0.500658365750962
HRV,Croatia,Relationship to perpetrator is not known,2018,"Rate per 100,000 population",7.52212720150704
HUN,Hungary,Relationship to perpetrator is not known,2018,"Rate per 100,000 population",0.0195988507233936
ITA,Italy,Relationship to perpetrator is not known,2018,"Rate per 100,000 population",14.2125421910443
KNA,Saint Kitts and Nevis,Relationship to perpetrator is not known,2018,"Rate per 100,000 population",126.29863515991
LTU,Lithuania,Relationship to perpetrator is not known,2018,"Rate per 100,000 population",0.260606352801062
LVA,Latvia,Relationship to perpetrator is not known,2018,"Rate per 100,000 population",2.39473694293629
MEX,Mexico,Relationship to perpetrator is not known,2018,"Rate per 100,000 population",34.9667697257885
MNG,Mongolia,Relationship to perpetrator is not known,2018,"Rate per 100,000 population",0
NOR,Norway,Relationship to perpetrator is not known,2018,"Rate per 100,000 population",154.057420919404
